id_renglon,venta_id,fecha_venta,jugador_id,producto_id,ubicacion_id,cantidad,nombre,categoria,precio,costo,fecha_registro,edad_nino,tipo_suscripcion,estado,municipio,latitud,longitud,Ingreso_Total,Costo_Total,Utilidad
689,50445,2024-04-04,JUG-215,PROD-02,UBI-PUE132,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-08-08,8,Gratuita,Puebla,San Andrés Cholula,19.01712033992352,-98.31877765619926,80.0,5.0,75.0
690,50445,2024-04-04,JUG-215,PROD-04,UBI-PUE132,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-08-08,8,Gratuita,Puebla,San Andrés Cholula,19.01712033992352,-98.31877765619926,120.0,35.0,85.0
691,50446,2025-08-29,JUG-118,PROD-01,UBI-PUE012,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2025-01-23,6,Gratuita,Puebla,Huauchinango,20.184384187262157,-98.05737409462476,150.0,45.0,105.0
692,50447,2025-05-28,JUG-092,PROD-05,UBI-PUE190,1,Mochila Ergonómica,Accesorios,450.0,180.0,2024-07-12,6,Gratuita,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.142000781961723,-98.2585018287827,450.0,180.0,270.0
694,50448,2024-02-17,JUG-157,PROD-08,UBI-PUE107,2,Planilla Stickers,Papelería,35.0,8.0,2023-07-09,6,Premium,Puebla,San Andrés Cholula,19.020288337830102,-98.31577151651317,70.0,16.0,54.0
695,50449,2024-05-22,JUG-148,PROD-07,UBI-PUE086,3,Libreta de Tareas,Papelería,110.0,30.0,2023-04-20,12,Gratuita,Puebla,Atlixco,18.934092121065007,-98.39847341988778,330.0,90.0,240.0
696,50449,2024-05-22,JUG-148,PROD-06,UBI-PUE086,1,Lapicera Colección,Papelería,95.0,25.0,2023-04-20,12,Gratuita,Puebla,Atlixco,18.934092121065007,-98.39847341988778,95.0,25.0,70.0
698,50450,2023-05-28,JUG-159,PROD-04,UBI-PUE235,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-01-04,11,Premium,Puebla,Chignahuapan,19.83295426462626,-98.0290430428212,120.0,35.0,85.0
699,50451,2026-03-13,JUG-082,PROD-03,UBI-PUE238,2,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2025-05-31,6,Premium,Puebla,Chignahuapan,19.831850074097943,-98.0231739909084,560.0,180.0,380.0
700,50452,2025-07-03,JUG-103,PROD-04,UBI-PUE177,2,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-09-27,7,Gratuita,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.15489279419337,-98.23223763767818,240.0,70.0,170.0
701,50453,2025-01-22,JUG-154,PROD-06,UBI-PUE162,1,Lapicera Colección,Papelería,95.0,25.0,2024-02-28,6,Gratuita,Puebla,Puebla (San Andrés Azumiatla),18.90341502556057,-98.25467995515534,95.0,25.0,70.0
702,50453,2025-01-22,JUG-154,PROD-05,UBI-PUE162,1,Mochila Ergonómica,Accesorios,450.0,180.0,2024-02-28,6,Gratuita,Puebla,Puebla (San Andrés Azumiatla),18.90341502556057,-98.25467995515534,450.0,180.0,270.0
703,50454,2025-02-23,JUG-074,PROD-07,UBI-PUE103,1,Libreta de Tareas,Papelería,110.0,30.0,2023-10-20,9,Gratuita,Puebla,San Andrés Cholula,19.027827053389142,-98.30837140779036,110.0,30.0,80.0
704,50455,2025-02-05,JUG-224,PROD-03,UBI-PUE203,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-12-07,6,Gratuita,Puebla,Amozoc De Mota,19.038464820826707,-98.07272495152884,280.0,90.0,190.0
705,50455,2025-02-05,JUG-224,PROD-01,UBI-PUE203,3,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-12-07,6,Gratuita,Puebla,Amozoc De Mota,19.038464820826707,-98.07272495152884,450.0,135.0,315.0
706,50455,2025-02-05,JUG-224,PROD-04,UBI-PUE203,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-12-07,6,Gratuita,Puebla,Amozoc De Mota,19.038464820826707,-98.07272495152884,120.0,35.0,85.0
707,50456,2025-02-18,JUG-121,PROD-07,UBI-PUE162,1,Libreta de Tareas,Papelería,110.0,30.0,2024-12-04,8,Gratuita,Puebla,Puebla (San Andrés Azumiatla),18.90341502556057,-98.25467995515534,110.0,30.0,80.0
708,50457,2023-07-24,JUG-135,PROD-02,UBI-PUE075,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-05-21,11,Gratuita,Puebla,Atlixco,18.91806436318572,-98.45817698924952,80.0,5.0,75.0
709,50458,2024-09-16,JUG-209,PROD-04,UBI-PUE129,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-03-12,7,Gratuita,Puebla,San Andrés Cholula,19.01732320515911,-98.31362781484478,120.0,35.0,85.0
710,50459,2023-12-20,JUG-034,PROD-06,UBI-PUE038,1,Lapicera Colección,Papelería,95.0,25.0,2023-01-23,10,Gratuita,Puebla,Tehuacán,18.4818615525592,-97.39148742222316,95.0,25.0,70.0
711,50460,2024-10-30,JUG-063,PROD-08,UBI-PUE038,1,Planilla Stickers,Papelería,35.0,8.0,2024-05-17,6,Gratuita,Puebla,Tehuacán,18.4818615525592,-97.39148742222316,35.0,8.0,27.0
712,50461,2025-08-15,JUG-051,PROD-05,UBI-PUE056,1,Mochila Ergonómica,Accesorios,450.0,180.0,2024-08-17,7,Gratuita,Puebla,Zacatlán,19.938385618481306,-97.96320580353284,450.0,180.0,270.0
713,50462,2023-08-17,JUG-069,PROD-06,UBI-PUE144,1,Lapicera Colección,Papelería,95.0,25.0,2023-03-27,7,Gratuita,Puebla,Puebla (Centro),19.108472629070302,-98.2284481828444,95.0,25.0,70.0
714,50463,2025-10-27,JUG-093,PROD-05,UBI-PUE130,1,Mochila Ergonómica,Accesorios,450.0,180.0,2025-07-02,11,Premium,Puebla,San Andrés Cholula,19.02247761605101,-98.31867414541362,450.0,180.0,270.0
715,50463,2025-10-27,JUG-093,PROD-06,UBI-PUE130,1,Lapicera Colección,Papelería,95.0,25.0,2025-07-02,11,Premium,Puebla,San Andrés Cholula,19.02247761605101,-98.31867414541362,95.0,25.0,70.0
716,50464,2026-04-30,JUG-021,PROD-08,UBI-PUE069,1,Planilla Stickers,Papelería,35.0,8.0,2025-02-27,11,Gratuita,Puebla,Atlixco,18.90426074775045,-98.44375743321434,35.0,8.0,27.0
717,50465,2025-08-30,JUG-241,PROD-04,UBI-PUE036,2,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-08-12,10,Gratuita,Puebla,Tehuacán,18.468999255778986,-97.38118773934087,240.0,70.0,170.0
718,50466,2026-07-28,JUG-125,PROD-08,UBI-PUE169,1,Planilla Stickers,Papelería,35.0,8.0,2025-04-16,8,Gratuita,Puebla,Puebla (La Paz Tlaxcolpan),18.89960385027817,-98.22233381020447,35.0,8.0,27.0
719,50467,2025-03-29,JUG-224,PROD-07,UBI-PUE074,3,Libreta de Tareas,Papelería,110.0,30.0,2024-12-07,6,Gratuita,Puebla,Atlixco,18.91627807713782,-98.41809405669936,330.0,90.0,240.0
720,50468,2026-01-02,JUG-142,PROD-02,UBI-PUE139,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2025-02-24,6,Gratuita,Puebla,Puebla (Centro),19.06770342553383,-98.17543123127383,80.0,5.0,75.0
721,50469,2024-07-23,JUG-150,PROD-08,UBI-PUE060,1,Planilla Stickers,Papelería,35.0,8.0,2023-09-02,11,Gratuita,Puebla,Zacatlán,19.963880331050078,-97.95651100965938,35.0,8.0,27.0
722,50470,2024-04-30,JUG-132,PROD-07,UBI-PUE129,1,Libreta de Tareas,Papelería,110.0,30.0,2023-02-08,8,Gratuita,Puebla,San Andrés Cholula,19.01732320515911,-98.31362781484478,110.0,30.0,80.0
723,50471,2026-10-03,JUG-153,PROD-01,UBI-PUE250,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2025-06-06,12,Gratuita,Puebla,San Antonio Matlahuacales,19.754364570446285,-98.08288643996242,150.0,45.0,105.0
724,50472,2024-06-10,JUG-206,PROD-02,UBI-PUE045,2,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2024-01-07,11,Gratuita,Puebla,Tehuacán,18.46150937281795,-97.39406234294373,160.0,10.0,150.0
725,50473,2024-03-13,JUG-106,PROD-07,UBI-PUE085,1,Libreta de Tareas,Papelería,110.0,30.0,2023-04-05,11,Premium,Puebla,Atlixco,18.93547228754513,-98.40139166337109,110.0,30.0,80.0
726,50474,2023-10-14,JUG-238,PROD-07,UBI-PUE273,1,Libreta de Tareas,Papelería,110.0,30.0,2023-02-24,12,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.971823137028533,-98.25913918581844,110.0,30.0,80.0
727,50474,2023-10-14,JUG-238,PROD-06,UBI-PUE273,1,Lapicera Colección,Papelería,95.0,25.0,2023-02-24,12,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.971823137028533,-98.25913918581844,95.0,25.0,70.0
728,50475,2024-11-09,JUG-053,PROD-03,UBI-PUE114,2,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2023-09-25,6,Gratuita,Puebla,San Andrés Cholula,19.023991397638422,-98.31374286599394,560.0,180.0,380.0
729,50476,2024-04-27,JUG-140,PROD-02,UBI-PUE152,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-01-08,6,Gratuita,Puebla,Puebla (Centro),19.07998436304104,-98.131770214514,80.0,5.0,75.0
731,50477,2024-01-19,JUG-035,PROD-03,UBI-PUE182,2,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2023-07-02,12,Gratuita,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.15400092630465,-98.23918992367,560.0,180.0,380.0
732,50478,2025-06-05,JUG-042,PROD-03,UBI-PUE148,3,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-02-21,6,Premium,Puebla,Puebla (Centro),19.012673665548657,-98.23520524529944,840.0,270.0,570.0
733,50479,2023-06-01,JUG-210,PROD-08,UBI-PUE111,1,Planilla Stickers,Papelería,35.0,8.0,2023-05-23,9,Premium,Puebla,San Andrés Cholula,19.011566678229418,-98.30772098305216,35.0,8.0,27.0
734,50480,2025-07-24,JUG-038,PROD-01,UBI-PUE069,2,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2025-04-16,8,Gratuita,Puebla,Atlixco,18.90426074775045,-98.44375743321434,300.0,90.0,210.0
735,50481,2024-11-15,JUG-080,PROD-05,UBI-PUE118,1,Mochila Ergonómica,Accesorios,450.0,180.0,2023-07-21,10,Premium,Puebla,San Andrés Cholula,19.01946810496396,-98.31509529966232,450.0,180.0,270.0
736,50481,2024-11-15,JUG-080,PROD-08,UBI-PUE118,1,Planilla Stickers,Papelería,35.0,8.0,2023-07-21,10,Premium,Puebla,San Andrés Cholula,19.01946810496396,-98.31509529966232,35.0,8.0,27.0
737,50482,2025-02-13,JUG-136,PROD-07,UBI-PUE262,1,Libreta de Tareas,Papelería,110.0,30.0,2024-11-13,11,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.961926000889537,-98.2395798374358,110.0,30.0,80.0
738,50483,2024-03-21,JUG-244,PROD-08,UBI-PUE185,1,Planilla Stickers,Papelería,35.0,8.0,2023-11-20,9,Gratuita,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.15108205271274,-98.2386749394796,35.0,8.0,27.0
739,50483,2024-03-21,JUG-244,PROD-04,UBI-PUE185,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-11-20,9,Gratuita,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.15108205271274,-98.2386749394796,120.0,35.0,85.0
740,50483,2024-03-21,JUG-244,PROD-06,UBI-PUE185,1,Lapicera Colección,Papelería,95.0,25.0,2023-11-20,9,Gratuita,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.15108205271274,-98.2386749394796,95.0,25.0,70.0
741,50484,2025-07-26,JUG-101,PROD-04,UBI-PUE127,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-08-25,8,Gratuita,Puebla,San Andrés Cholula,19.018580964302764,-98.31794080696504,120.0,35.0,85.0
742,50485,2026-04-25,JUG-021,PROD-03,UBI-PUE086,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2025-02-27,11,Gratuita,Puebla,Atlixco,18.934092121065007,-98.39847341988778,280.0,90.0,190.0
743,50485,2026-04-25,JUG-021,PROD-01,UBI-PUE086,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2025-02-27,11,Gratuita,Puebla,Atlixco,18.934092121065007,-98.39847341988778,150.0,45.0,105.0
744,50486,2025-02-27,JUG-115,PROD-04,UBI-PUE053,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-11-15,9,Gratuita,Puebla,Tehuacán,18.47209280845156,-97.43251449139444,120.0,35.0,85.0
745,50487,2023-11-07,JUG-159,PROD-07,UBI-PUE264,1,Libreta de Tareas,Papelería,110.0,30.0,2023-01-04,11,Premium,Puebla,Heroica Puebla De Zaragoza,18.96581666919857,-98.2548087026872,110.0,30.0,80.0
746,50488,2025-03-30,JUG-062,PROD-05,UBI-PUE024,1,Mochila Ergonómica,Accesorios,450.0,180.0,2024-03-26,10,Gratuita,Puebla,Huauchinango,20.178261539297125,-98.04552945931016,450.0,180.0,270.0
747,50489,2024-11-10,JUG-194,PROD-03,UBI-PUE280,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-10-24,8,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.031315695241982,-98.21481963772132,280.0,90.0,190.0
748,50490,2024-12-07,JUG-179,PROD-03,UBI-PUE152,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-04-02,10,Gratuita,Puebla,Puebla (Centro),19.07998436304104,-98.131770214514,280.0,90.0,190.0
749,50491,2025-01-04,JUG-060,PROD-04,UBI-PUE206,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-04-16,9,Gratuita,Puebla,Amozoc De Mota,19.037524068075708,-98.07964022573913,120.0,35.0,85.0
750,50492,2026-02-17,JUG-212,PROD-01,UBI-PUE253,3,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-11-09,10,Gratuita,Puebla,Heroica Puebla De Zaragoza,18.95448569820932,-98.2515608404298,450.0,135.0,315.0
751,50493,2023-04-15,JUG-008,PROD-06,UBI-PUE224,1,Lapicera Colección,Papelería,95.0,25.0,2023-01-26,10,Gratuita,Puebla,Chignahuapan,19.843323679538585,-98.03317689676142,95.0,25.0,70.0
752,50494,2023-05-05,JUG-197,PROD-08,UBI-PUE172,1,Planilla Stickers,Papelería,35.0,8.0,2023-03-17,11,Premium,Puebla,Puebla (La Paz Tlaxcolpan),18.9049428852566,-98.223084828748,35.0,8.0,27.0
753,50495,2025-07-11,JUG-100,PROD-07,UBI-PUE032,1,Libreta de Tareas,Papelería,110.0,30.0,2025-03-21,11,Gratuita,Puebla,Tehuacán,18.449622583255515,-97.38204604624774,110.0,30.0,80.0
754,50496,2024-02-06,JUG-140,PROD-07,UBI-PUE017,1,Libreta de Tareas,Papelería,110.0,30.0,2023-01-08,6,Gratuita,Puebla,Huauchinango,20.16770746327491,-98.05462751252284,110.0,30.0,80.0
755,50497,2024-04-29,JUG-064,PROD-04,UBI-PUE174,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-10-29,7,Premium,Puebla,Puebla (La Paz Tlaxcolpan),18.904130875737184,-98.22216214888282,120.0,35.0,85.0
756,50498,2023-04-23,JUG-170,PROD-07,UBI-PUE137,3,Libreta de Tareas,Papelería,110.0,30.0,2023-03-28,7,Gratuita,Puebla,San Andrés Cholula,19.018756429026663,-98.3175768878949,330.0,90.0,240.0
757,50499,2023-10-24,JUG-223,PROD-02,UBI-PUE222,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-03-09,10,Gratuita,Puebla,Villa Avila Camacho,20.383091927918866,-97.8795480125374,80.0,5.0,75.0
758,50500,2023-05-28,JUG-119,PROD-02,UBI-PUE117,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-02-05,7,Premium,Puebla,San Andrés Cholula,19.02350288796561,-98.31386407467475,80.0,5.0,75.0
759,50501,2023-04-15,JUG-223,PROD-05,UBI-PUE239,1,Mochila Ergonómica,Accesorios,450.0,180.0,2023-03-09,10,Gratuita,Puebla,Chignahuapan,19.833722392641118,-98.02026498256896,450.0,180.0,270.0
760,50502,2023-07-04,JUG-234,PROD-02,UBI-PUE126,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-07-04,11,Premium,Puebla,San Andrés Cholula,19.020987945017257,-98.31726429710838,80.0,5.0,75.0
761,50502,2023-07-04,JUG-234,PROD-04,UBI-PUE126,2,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-07-04,11,Premium,Puebla,San Andrés Cholula,19.020987945017257,-98.31726429710838,240.0,70.0,170.0
762,50503,2026-02-02,JUG-177,PROD-05,UBI-PUE194,1,Mochila Ergonómica,Accesorios,450.0,180.0,2025-01-16,11,Premium,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.149136108105868,-98.23635751087738,450.0,180.0,270.0
763,50504,2024-04-24,JUG-085,PROD-04,UBI-PUE052,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-10-16,11,Premium,Puebla,Tehuacán,18.47893098831278,-97.43182784586894,120.0,35.0,85.0
764,50505,2025-03-27,JUG-061,PROD-04,UBI-PUE228,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-01-19,7,Gratuita,Puebla,Chignahuapan,19.844427790296898,-98.02669542204028,120.0,35.0,85.0
765,50506,2024-06-22,JUG-012,PROD-01,UBI-PUE137,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2023-09-07,6,Gratuita,Puebla,San Andrés Cholula,19.018756429026663,-98.3175768878949,150.0,45.0,105.0
766,50506,2024-06-22,JUG-012,PROD-05,UBI-PUE137,1,Mochila Ergonómica,Accesorios,450.0,180.0,2023-09-07,6,Gratuita,Puebla,San Andrés Cholula,19.018756429026663,-98.3175768878949,450.0,180.0,270.0
767,50507,2025-08-29,JUG-052,PROD-01,UBI-PUE126,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2025-03-04,10,Gratuita,Puebla,San Andrés Cholula,19.020987945017257,-98.31726429710838,150.0,45.0,105.0
768,50508,2026-10-04,JUG-033,PROD-07,UBI-PUE200,1,Libreta de Tareas,Papelería,110.0,30.0,2025-06-29,10,Gratuita,Puebla,Amozoc De Mota,19.048885110337302,-98.07548085428265,110.0,30.0,80.0
769,50508,2026-10-04,JUG-033,PROD-08,UBI-PUE200,1,Planilla Stickers,Papelería,35.0,8.0,2025-06-29,10,Gratuita,Puebla,Amozoc De Mota,19.048885110337302,-98.07548085428265,35.0,8.0,27.0
770,50508,2026-10-04,JUG-033,PROD-04,UBI-PUE200,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-06-29,10,Gratuita,Puebla,Amozoc De Mota,19.048885110337302,-98.07548085428265,120.0,35.0,85.0
771,50509,2025-09-18,JUG-091,PROD-06,UBI-PUE288,1,Lapicera Colección,Papelería,95.0,25.0,2025-04-07,11,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.121478555274138,-98.22252203203324,95.0,25.0,70.0
772,50509,2025-09-18,JUG-091,PROD-04,UBI-PUE288,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-04-07,11,Gratuita,Puebla,Heroica Puebla De Zaragoza,19.121478555274138,-98.22252203203324,120.0,35.0,85.0
773,50510,2024-02-22,JUG-053,PROD-08,UBI-PUE119,1,Planilla Stickers,Papelería,35.0,8.0,2023-09-25,6,Gratuita,Puebla,San Andrés Cholula,19.02112062880673,-98.3160904867258,35.0,8.0,27.0
774,50511,2026-01-14,JUG-087,PROD-08,UBI-PUE123,1,Planilla Stickers,Papelería,35.0,8.0,2025-08-18,12,Premium,Puebla,San Andrés Cholula,19.021452337817006,-98.31708567378928,35.0,8.0,27.0
775,50511,2026-01-14,JUG-087,PROD-02,UBI-PUE123,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2025-08-18,12,Premium,Puebla,San Andrés Cholula,19.021452337817006,-98.31708567378928,80.0,5.0,75.0
776,50512,2025-10-28,JUG-102,PROD-01,UBI-PUE058,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2025-09-16,8,Gratuita,Puebla,Zacatlán,19.943710803704,-97.9391732101409,150.0,45.0,105.0
777,50512,2025-10-28,JUG-102,PROD-07,UBI-PUE058,1,Libreta de Tareas,Papelería,110.0,30.0,2025-09-16,8,Gratuita,Puebla,Zacatlán,19.943710803704,-97.9391732101409,110.0,30.0,80.0
778,50513,2025-11-01,JUG-221,PROD-06,UBI-PUE067,1,Lapicera Colección,Papelería,95.0,25.0,2025-03-05,6,Gratuita,Puebla,Atlixco,18.916765247952736,-98.42126979225472,95.0,25.0,70.0
779,50513,2025-11-01,JUG-221,PROD-07,UBI-PUE067,1,Libreta de Tareas,Papelería,110.0,30.0,2025-03-05,6,Gratuita,Puebla,Atlixco,18.916765247952736,-98.42126979225472,110.0,30.0,80.0
780,50514,2024-01-28,JUG-198,PROD-04,UBI-PUE214,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-10-04,7,Gratuita,Puebla,Amozoc De Mota,19.04353018681422,-98.03695445402629,120.0,35.0,85.0
781,50515,2026-02-19,JUG-007,PROD-05,UBI-PUE195,2,Mochila Ergonómica,Accesorios,450.0,180.0,2025-07-05,7,Premium,Puebla,Amozoc De Mota,19.0492348540696,-98.07535326619758,900.0,360.0,540.0
782,50515,2026-02-19,JUG-007,PROD-01,UBI-PUE195,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2025-07-05,7,Premium,Puebla,Amozoc De Mota,19.0492348540696,-98.07535326619758,150.0,45.0,105.0
783,50516,2024-06-25,JUG-244,PROD-06,UBI-PUE184,1,Lapicera Colección,Papelería,95.0,25.0,2023-11-20,9,Gratuita,Puebla,Cuautlancingo (San Lorenzo Almecatla),19.1364869095899,-98.23343926739408,95.0,25.0,70.0
784,50517,2024-03-16,JUG-104,PROD-02,UBI-PUE003,3,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2023-03-05,6,Gratuita,Puebla,Xicotepec De Juárez,20.2768731552715,-97.9592588905924,240.0,15.0,225.0
785,50518,2024-04-17,JUG-028,PROD-06,UBI-PUE054,2,Lapicera Colección,Papelería,95.0,25.0,2023-12-31,7,Gratuita,Puebla,Tehuacán,18.473395339246665,-97.39183074599316,190.0,50.0,140.0
786,50518,2024-04-17,JUG-028,PROD-04,UBI-PUE054,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-12-31,7,Gratuita,Puebla,Tehuacán,18.473395339246665,-97.39183074599316,120.0,35.0,85.0
787,50519,2026-03-24,JUG-100,PROD-05,UBI-PUE027,1,Mochila Ergonómica,Accesorios,450.0,180.0,2025-03-21,11,Gratuita,Puebla,Tehuacán,18.43626931791577,-97.3780978344762,450.0,180.0,270.0
788,50520,2026-03-25,JUG-139,PROD-03,UBI-PUE128,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2025-06-25,11,Gratuita,Puebla,San Andrés Cholula,19.016694322033104,-98.31540880167653,280.0,90.0,190.0
789,50520,2026-03-25,JUG-139,PROD-04,UBI-PUE128,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2025-06-25,11,Gratuita,Puebla,San Andrés Cholula,19.016694322033104,-98.31540880167653,120.0,35.0,85.0
790,50521,2025-03-04,JUG-015,PROD-01,UBI-PUE163,1,Cómic Oficial Vol 1 (Físico),Lectura,150.0,45.0,2024-04-12,8,Premium,Puebla,Puebla (San Andrés Azumiatla),18.899428386340052,-98.24939021332398,150.0,45.0,105.0
791,50521,2025-03-04,JUG-015,PROD-05,UBI-PUE163,2,Mochila Ergonómica,Accesorios,450.0,180.0,2024-04-12,8,Premium,Puebla,Puebla (San Andrés Azumiatla),18.899428386340052,-98.24939021332398,900.0,360.0,540.0
792,50522,2024-04-03,JUG-059,PROD-08,UBI-PUE153,1,Planilla Stickers,Papelería,35.0,8.0,2023-12-09,10,Premium,Puebla,Puebla (Centro),19.06770342553383,-98.20090015898911,35.0,8.0,27.0
793,50522,2024-04-03,JUG-059,PROD-05,UBI-PUE153,2,Mochila Ergonómica,Accesorios,450.0,180.0,2023-12-09,10,Premium,Puebla,Puebla (Centro),19.06770342553383,-98.20090015898911,900.0,360.0,540.0
794,50523,2025-10-24,JUG-146,PROD-07,UBI-PUE012,1,Libreta de Tareas,Papelería,110.0,30.0,2024-11-26,6,Gratuita,Puebla,Huauchinango,20.184384187262157,-98.05737409462476,110.0,30.0,80.0
795,50524,2026-01-26,JUG-086,PROD-06,UBI-PUE048,1,Lapicera Colección,Papelería,95.0,25.0,2025-02-03,9,Gratuita,Puebla,Tehuacán,18.49342051489125,-97.46341354101769,95.0,25.0,70.0
796,50525,2025-05-17,JUG-041,PROD-03,UBI-PUE021,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2025-01-01,8,Gratuita,Puebla,Huauchinango,20.17060789121293,-98.06904706855802,280.0,90.0,190.0
797,50526,2025-01-13,JUG-098,PROD-05,UBI-PUE081,1,Mochila Ergonómica,Accesorios,450.0,180.0,2024-07-26,8,Gratuita,Puebla,Atlixco,18.91525576823984,-98.47889677619204,450.0,180.0,270.0
798,50526,2025-01-13,JUG-098,PROD-05,UBI-PUE081,2,Mochila Ergonómica,Accesorios,450.0,180.0,2024-07-26,8,Gratuita,Puebla,Atlixco,18.91525576823984,-98.47889677619204,900.0,360.0,540.0
799,50526,2025-01-13,JUG-098,PROD-07,UBI-PUE081,2,Libreta de Tareas,Papelería,110.0,30.0,2024-07-26,8,Gratuita,Puebla,Atlixco,18.91525576823984,-98.47889677619204,220.0,60.0,160.0
800,50527,2025-06-12,JUG-083,PROD-02,UBI-PUE233,1,Cómic Oficial Vol 1 (Virtual),Lectura,80.0,5.0,2024-01-30,9,Gratuita,Puebla,Chignahuapan,19.83713091589475,-98.02353123754656,80.0,5.0,75.0
802,50528,2024-02-26,JUG-128,PROD-03,UBI-PUE101,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2023-02-15,10,Gratuita,Puebla,San Andrés Cholula,19.045970235953774,-98.27527698216296,280.0,90.0,190.0
803,50528,2024-02-26,JUG-128,PROD-04,UBI-PUE101,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2023-02-15,10,Gratuita,Puebla,San Andrés Cholula,19.045970235953774,-98.27527698216296,120.0,35.0,85.0
804,50529,2025-07-25,JUG-142,PROD-07,UBI-PUE204,2,Libreta de Tareas,Papelería,110.0,30.0,2025-02-24,6,Gratuita,Puebla,Amozoc De Mota,19.04288111909371,-98.07729487818024,220.0,60.0,160.0
805,50530,2025-09-14,JUG-089,PROD-04,UBI-PUE042,1,Botella de Agua TDAH,Accesorios,120.0,35.0,2024-07-18,6,Gratuita,Puebla,Tehuacán,18.44864555025473,-97.4108851583181,120.0,35.0,85.0
807,50530,2025-09-14,JUG-089,PROD-03,UBI-PUE042,1,Peluche Personaje Coleccionable,Peluches,280.0,90.0,2024-07-18,6,Gratuita,Puebla,Tehuacán,18.44864555025473,-97.4108851583181,280.0,90.0,190.0
808,50531,2024-06-09,JUG-236,PROD-05,UBI-PUE150,1,Mochila Ergonómica,Accesorios,450.0,180.0,2024-05-25,12,Premium,Puebla,Puebla (Centro),19.060825703360525,-98.19206400039404,450.0,180.0,270.0
