id_renglon,venta_id,fecha_venta,jugador_id,producto_id,ubicacion_id,cantidad
377,50234,2025-08-17,JUG-007,PROD-07,UBI-PUE038,1.0
378,50234,2025-08-17,JUG-007,PROD-02,UBI-PUE038,1.0
379,50235,2024-10-02,JUG-179,PROD-03,UBI-PUE152,1.0
380,50235,2024-10-02,JUG-179,PROD-06,UBI-PUE152,1.0
381,50236,2025-01-31,JUG-230,PROD-08,UBI-PUE010,1.0
382,50237,2025-09-29,JUG-054,PROD-02,UBI-PUE211,1.0
383,50237,2025-09-29,JUG-054,PROD-08,UBI-PUE211,3.0
384,50237,2025-09-29,JUG-054,PROD-07,UBI-PUE211,
385,50238,2026-11-06,JUG-087,PROD-07,UBI-PUE025,1.0
386,50238,2026-11-06,JUG-087,PROD-07,UBI-PUE025,1.0
387,50239,2024-06-10,JUG-028,PROD-06,UBI-PUE148,1.0
388,50240,2025-03-30,JUG-103,PROD-05,UBI-PUE226,2.0
389,50240,2025-03-30,JUG-103,PROD-06,UBI-PUE226,1.0
390,50241,2024-09-22,JUG-200,PROD-06,UBI-PUE017,2.0
391,50242,2024-11-28,JUG-101,PROD-01,UBI-PUE078,1.0
392,50242,2024-11-28,JUG-101,PROD-07,UBI-PUE078,1.0
393,50243,2025-08-08,JUG-073,PROD-01,UBI-PUE272,1.0
394,50244,2026-05-31,JUG-168,PROD-06,UBI-PUE111,1.0
395,50245,2026-04-15,JUG-178,PROD-02,UBI-PUE222,1.0
396,50246,2024-01-11,JUG-169,PROD-03,UBI-PUE171,1.0
397,50247,2023-06-10,JUG-155,PROD-07,UBI-PUE235,1.0
398,50247,2023-06-10,JUG-155,PROD-05,UBI-PUE235,2.0
399,50248,2024-09-18,JUG-157,PROD-08,UBI-PUE179,1.0
400,50248,2024-09-18,JUG-157,PROD-03,UBI-PUE179,1.0
401,50248,2024-09-18,JUG-157,PROD-01,UBI-PUE179,1.0
402,50249,2024-06-26,JUG-155,PROD-06,UBI-PUE094,1.0
403,50250,2024-07-16,JUG-250,PROD-04,UBI-PUE087,1.0
404,50250,2024-07-16,JUG-250,PROD-05,UBI-PUE087,2.0
405,50251,2024-08-06,JUG-081,PROD-07,UBI-PUE214,1.0
406,50251,2024-08-06,JUG-081,PROD-07,UBI-PUE214,1.0
407,50251,2024-08-06,JUG-081,PROD-07,UBI-PUE214,1.0
408,50252,2026-01-04,JUG-216,PROD-03,UBI-PUE011,1.0
409,50253,2026-01-29,JUG-114,PROD-05,UBI-PUE168,1.0
410,50253,2026-01-29,JUG-114,PROD-06,UBI-PUE168,1.0
411,50254,2025-09-29,JUG-102,PROD-03,UBI-PUE003,1.0
412,50254,2025-09-29,JUG-102,PROD-06,UBI-PUE003,3.0
413,50255,2024-03-28,JUG-210,PROD-01,UBI-PUE084,1.0
414,50255,2024-03-28,JUG-210,PROD-06,UBI-PUE084,1.0
415,50256,2024-03-16,JUG-039,PROD-05,UBI-PUE271,1.0
416,50257,2024-02-23,JUG-003,PROD-03,UBI-PUE289,2.0
417,50258,2025-08-07,JUG-243,PROD-01,UBI-PUE257,1.0
418,50258,2025-08-07,JUG-243,PROD-03,UBI-PUE257,1.0
419,50259,2024-08-11,JUG-059,PROD-03,UBI-PUE231,1.0
420,50260,2026-05-03,JUG-097,PROD-01,UBI-PUE282,
421,50261,2025-10-27,JUG-115,PROD-04,UBI-PUE002,1.0
422,50262,2024-07-19,JUG-219,PROD-04,UBI-PUE037,1.0
423,50262,2024-07-19,JUG-219,PROD-01,UBI-PUE037,1.0
424,50262,2024-07-19,JUG-219,PROD-05,UBI-PUE037,1.0
425,50263,2024-10-23,JUG-058,PROD-02,UBI-PUE068,1.0
426,50264,2024-09-20,JUG-230,PROD-06,UBI-PUE197,1.0
427,50265,2025-09-07,JUG-163,PROD-06,UBI-PUE287,2.0
428,50266,2026-04-24,JUG-009,PROD-08,UBI-PUE080,2.0
429,50267,2023-12-12,JUG-099,PROD-02,UBI-PUE143,1.0
430,50268,2024-07-15,JUG-197,PROD-07,UBI-PUE134,1.0
431,50269,2025-04-10,JUG-227,PROD-04,UBI-PUE226,2.0
432,50270,2024-06-28,JUG-015,PROD-04,UBI-PUE199,1.0
433,50271,2025-04-16,JUG-044,PROD-04,UBI-PUE004,1.0
434,50271,2025-04-16,JUG-044,PROD-07,UBI-PUE004,1.0
435,50272,2025-07-14,JUG-182,PROD-06,UBI-PUE179,1.0
436,50272,2025-07-14,JUG-182,PROD-01,UBI-PUE179,1.0
437,50272,2025-07-14,JUG-182,PROD-08,UBI-PUE179,1.0
438,50273,2024-06-07,JUG-161,PROD-07,UBI-PUE272,1.0
439,50274,2024-06-30,JUG-250,PROD-07,UBI-PUE250,1.0
440,50275,2025-06-24,JUG-062,PROD-05,UBI-PUE088,1.0
441,50275,2025-06-24,JUG-062,PROD-01,UBI-PUE088,1.0
442,50276,2024-11-09,JUG-088,PROD-05,UBI-PUE053,1.0
443,50276,2024-11-09,JUG-088,PROD-01,UBI-PUE053,1.0
444,50277,2025-04-08,JUG-216,PROD-08,UBI-PUE232,1.0
445,50278,2026-02-01,JUG-166,PROD-05,UBI-PUE239,1.0
446,50279,2026-06-01,JUG-013,PROD-02,UBI-PUE034,1.0
447,50280,2025-04-11,JUG-200,PROD-01,UBI-PUE248,
448,50281,2026-04-28,JUG-175,PROD-02,UBI-PUE244,1.0
449,50281,2026-04-28,JUG-175,PROD-02,UBI-PUE244,1.0
450,50281,2026-04-28,JUG-175,PROD-06,UBI-PUE244,1.0
451,50282,2024-05-22,JUG-094,PROD-06,UBI-PUE126,1.0
452,50282,2024-05-22,JUG-094,PROD-02,UBI-PUE126,1.0
453,50283,2024-04-30,JUG-008,PROD-04,UBI-PUE246,1.0
454,50284,2024-07-25,JUG-150,PROD-06,UBI-PUE073,1.0
455,50285,2024-11-23,JUG-026,PROD-06,UBI-PUE111,1.0
456,50286,2024-08-12,JUG-227,PROD-01,UBI-PUE038,1.0
457,50286,2024-08-12,JUG-227,PROD-04,UBI-PUE038,1.0
458,50287,2025-01-24,JUG-230,PROD-03,UBI-PUE136,1.0
459,50287,2025-01-24,JUG-230,PROD-06,UBI-PUE136,1.0
460,50287,2025-01-24,JUG-230,PROD-08,UBI-PUE136,2.0
461,50288,2024-08-11,JUG-065,PROD-05,UBI-PUE266,1.0
462,50289,2024-09-30,JUG-165,PROD-05,UBI-PUE138,1.0
463,50289,2024-09-30,JUG-165,PROD-04,UBI-PUE138,1.0
464,50290,2026-09-07,JUG-043,PROD-06,UBI-PUE241,1.0
465,50290,2026-09-07,JUG-043,PROD-08,UBI-PUE241,2.0
466,50291,2023-05-25,JUG-192,PROD-02,UBI-PUE140,1.0
467,50292,2024-08-26,JUG-037,PROD-02,UBI-PUE033,2.0
468,50293,2023-05-16,JUG-070,PROD-02,UBI-PUE045,1.0
469,50294,2025-07-04,JUG-092,PROD-07,UBI-PUE093,1.0
470,50294,2025-07-04,JUG-092,PROD-07,UBI-PUE093,1.0
471,50295,2024-10-26,JUG-213,PROD-05,UBI-PUE040,2.0
472,50295,2024-10-26,JUG-213,PROD-04,UBI-PUE040,1.0
473,50296,2023-12-07,JUG-017,PROD-01,UBI-PUE157,1.0
474,50296,2023-12-07,JUG-017,PROD-06,UBI-PUE157,1.0
475,50297,2023-10-29,JUG-248,PROD-07,UBI-PUE257,1.0
476,50297,2023-10-29,JUG-248,PROD-03,UBI-PUE257,1.0
477,50298,2023-09-04,JUG-128,PROD-07,UBI-PUE218,1.0
478,50298,2023-09-04,JUG-128,PROD-05,UBI-PUE218,1.0
479,50299,2023-12-08,JUG-191,PROD-03,UBI-PUE053,1.0
480,50300,2023-11-25,JUG-169,PROD-01,UBI-PUE234,1.0
481,50300,2023-11-25,JUG-169,PROD-05,UBI-PUE234,1.0
482,50300,2023-11-25,JUG-169,PROD-01,UBI-PUE234,1.0
483,50301,2023-10-27,JUG-002,PROD-02,UBI-PUE133,1.0
484,50301,2023-10-27,JUG-002,PROD-02,UBI-PUE133,1.0
485,50302,2025-03-31,JUG-058,PROD-07,UBI-PUE181,1.0
486,50303,2024-03-06,JUG-028,PROD-01,UBI-PUE065,1.0
487,50303,2024-03-06,JUG-028,PROD-01,UBI-PUE065,1.0
488,50304,2024-01-15,JUG-099,PROD-01,UBI-PUE139,1.0
489,50304,2024-01-15,JUG-099,PROD-05,UBI-PUE139,1.0
490,50304,2024-01-15,JUG-099,PROD-06,UBI-PUE139,1.0
491,50305,2023-03-31,JUG-008,PROD-04,UBI-PUE025,2.0
492,50306,2024-07-14,JUG-032,PROD-02,UBI-PUE175,1.0
493,50307,2024-01-25,JUG-223,PROD-05,UBI-PUE264,1.0
494,50308,2025-08-17,JUG-092,PROD-08,UBI-PUE276,1.0
495,50309,2025-09-27,JUG-013,PROD-01,UBI-PUE086,3.0
496,50309,2025-09-27,JUG-013,PROD-07,UBI-PUE086,1.0
497,50310,2024-04-29,JUG-045,PROD-04,UBI-PUE126,1.0
498,50311,2023-09-07,JUG-148,PROD-02,UBI-PUE199,1.0
499,50311,2023-09-07,JUG-148,PROD-05,UBI-PUE199,1.0
500,50311,2023-09-07,JUG-148,PROD-02,UBI-PUE199,1.0
501,50312,2023-07-01,JUG-128,PROD-07,UBI-PUE134,1.0
502,50313,2026-09-06,JUG-129,PROD-02,UBI-PUE261,1.0
503,50314,2026-02-22,JUG-162,PROD-05,UBI-PUE127,1.0
504,50315,2025-06-12,JUG-158,PROD-06,UBI-PUE122,1.0
505,50315,2025-06-12,JUG-158,PROD-07,UBI-PUE122,
506,50316,2026-07-19,JUG-114,PROD-02,UBI-PUE154,1.0
507,50316,2026-07-19,JUG-114,PROD-04,UBI-PUE154,1.0
508,50317,2023-11-02,JUG-238,PROD-05,UBI-PUE079,1.0
509,50318,2025-09-28,JUG-086,PROD-06,UBI-PUE005,1.0
510,50318,2025-09-28,JUG-086,PROD-05,UBI-PUE005,1.0
511,50319,2024-07-27,JUG-192,PROD-06,UBI-PUE099,1.0
512,50319,2024-07-27,JUG-192,PROD-02,UBI-PUE099,2.0
513,50320,2024-09-01,JUG-054,PROD-04,UBI-PUE235,1.0
514,50321,2024-06-02,JUG-180,PROD-06,UBI-PUE220,1.0
515,50321,2024-06-02,JUG-180,PROD-03,UBI-PUE220,1.0
516,50321,2024-06-02,JUG-180,PROD-05,UBI-PUE220,1.0
517,50322,2025-10-14,JUG-004,PROD-08,UBI-PUE136,1.0
518,50323,2025-06-02,JUG-177,PROD-07,UBI-PUE249,1.0
519,50324,2025-12-02,JUG-139,PROD-02,UBI-PUE057,1.0
520,50325,2025-04-08,JUG-026,PROD-02,UBI-PUE180,1.0
521,50326,2026-06-26,JUG-097,PROD-06,UBI-PUE220,1.0
522,50327,2024-01-29,JUG-008,PROD-07,UBI-PUE202,1.0
523,50327,2024-01-29,JUG-008,PROD-02,UBI-PUE202,1.0
524,50328,2025-03-07,JUG-156,PROD-02,UBI-PUE191,1.0
525,50328,2025-03-07,JUG-156,PROD-07,UBI-PUE191,2.0
526,50329,2025-10-29,JUG-041,PROD-06,UBI-PUE193,1.0
527,50329,2025-10-29,JUG-041,PROD-08,UBI-PUE193,1.0
528,50329,2025-10-29,JUG-041,PROD-06,UBI-PUE193,2.0
529,50330,2023-07-20,JUG-249,PROD-01,UBI-PUE186,1.0
530,50330,2023-07-20,JUG-249,PROD-04,UBI-PUE186,1.0
531,50330,2023-07-20,JUG-249,PROD-02,UBI-PUE186,1.0
532,50331,2023-11-22,JUG-152,PROD-06,UBI-PUE080,1.0
533,50331,2023-11-22,JUG-152,PROD-05,UBI-PUE080,1.0
534,50332,2023-12-24,JUG-122,PROD-02,UBI-PUE092,1.0
535,50333,2024-08-20,JUG-217,PROD-01,UBI-PUE180,2.0
536,50333,2024-08-20,JUG-217,PROD-07,UBI-PUE180,1.0
537,50334,2023-12-29,JUG-019,PROD-05,UBI-PUE060,1.0
538,50334,2023-12-29,JUG-019,PROD-04,UBI-PUE060,2.0
539,50334,2023-12-29,JUG-019,PROD-01,UBI-PUE060,1.0
540,50335,2023-09-10,JUG-067,PROD-06,UBI-PUE250,1.0
541,50336,2024-09-25,JUG-025,PROD-03,UBI-PUE211,1.0
542,50337,2025-02-09,JUG-042,PROD-06,UBI-PUE193,1.0
543,50337,2025-02-09,JUG-042,PROD-03,UBI-PUE193,1.0
544,50338,2025-11-30,JUG-177,PROD-04,UBI-PUE105,2.0
545,50339,2024-01-06,JUG-203,PROD-08,UBI-PUE269,1.0
546,50339,2024-01-06,JUG-203,PROD-06,UBI-PUE269,1.0
547,50340,2023-12-21,JUG-222,PROD-01,UBI-PUE147,1.0
548,50341,2025-09-30,JUG-055,PROD-05,UBI-PUE216,1.0
549,50342,2024-12-23,JUG-239,PROD-07,UBI-PUE169,1.0
550,50342,2024-12-23,JUG-239,PROD-07,UBI-PUE169,1.0
551,50343,2025-05-20,JUG-164,PROD-02,UBI-PUE051,1.0
552,50344,2023-10-26,JUG-181,PROD-06,UBI-PUE052,1.0
553,50344,2023-10-26,JUG-181,PROD-02,UBI-PUE052,1.0
554,50345,2026-02-25,JUG-245,PROD-06,UBI-PUE184,1.0
555,50346,2024-06-13,JUG-099,PROD-07,UBI-PUE221,1.0
556,50347,2024-04-08,JUG-019,PROD-08,UBI-PUE273,1.0
557,50348,2026-04-11,JUG-030,PROD-05,UBI-PUE182,1.0
558,50348,2026-04-11,JUG-030,PROD-01,UBI-PUE182,1.0
559,50349,2026-08-08,JUG-009,PROD-05,UBI-PUE215,1.0
560,50350,2025-04-03,JUG-179,PROD-07,UBI-PUE159,3.0
561,50351,2024-09-30,JUG-080,PROD-06,UBI-PUE063,1.0
562,50352,2023-10-31,JUG-148,PROD-08,UBI-PUE277,1.0
563,50353,2024-12-11,JUG-107,PROD-08,UBI-PUE096,1.0
564,50354,2025-04-09,JUG-044,PROD-02,UBI-PUE288,1.0
565,50355,2026-05-16,JUG-221,PROD-07,UBI-PUE103,1.0
566,50355,2026-05-16,JUG-221,PROD-08,UBI-PUE103,1.0
567,50356,2024-07-31,JUG-059,PROD-08,UBI-PUE157,1.0
568,50357,2025-09-26,JUG-182,PROD-04,UBI-PUE246,2.0
569,50357,2025-09-26,JUG-182,PROD-06,UBI-PUE246,1.0
570,50357,2025-09-26,JUG-182,PROD-04,UBI-PUE246,3.0
571,50358,2023-10-02,JUG-155,PROD-02,UBI-PUE288,1.0
572,50359,2025-07-01,JUG-205,PROD-07,UBI-PUE143,1.0
573,50360,2023-06-26,JUG-169,PROD-07,UBI-PUE031,1.0
574,50361,2023-08-17,JUG-048,PROD-03,UBI-PUE201,1.0
575,50362,2024-10-26,JUG-207,PROD-03,UBI-PUE006,2.0
576,50363,2024-10-08,JUG-201,PROD-06,UBI-PUE278,1.0
577,50364,2024-06-13,JUG-247,PROD-03,UBI-PUE058,1.0
578,50364,2024-06-13,JUG-247,PROD-07,UBI-PUE058,1.0
579,50365,2025-04-27,JUG-100,PROD-05,UBI-PUE052,1.0
580,50366,2025-09-01,JUG-046,PROD-08,UBI-PUE273,2.0
581,50367,2024-07-09,JUG-157,PROD-08,UBI-PUE273,1.0
582,50368,2025-01-21,JUG-171,PROD-08,UBI-PUE112,2.0
583,50368,2025-01-21,JUG-171,PROD-03,UBI-PUE112,3.0
584,50369,2025-10-11,JUG-013,PROD-08,UBI-PUE117,1.0
585,50370,2023-08-28,JUG-099,PROD-07,UBI-PUE230,1.0
586,50371,2024-08-21,JUG-226,PROD-04,UBI-PUE187,1.0
587,50372,2025-09-23,JUG-026,PROD-08,UBI-PUE060,1.0
588,50373,2024-08-08,JUG-111,PROD-03,UBI-PUE098,2.0
589,50374,2026-12-03,JUG-087,PROD-03,UBI-PUE004,1.0
590,50375,2024-01-21,JUG-198,PROD-07,UBI-PUE260,2.0
591,50376,2025-10-08,JUG-049,PROD-03,UBI-PUE046,2.0
592,50376,2025-10-08,JUG-049,PROD-06,UBI-PUE046,1.0
593,50377,2023-07-01,JUG-159,PROD-04,UBI-PUE114,2.0
594,50377,2023-07-01,JUG-159,PROD-03,UBI-PUE114,1.0
595,50378,2025-12-01,JUG-061,PROD-08,UBI-PUE107,1.0
596,50378,2025-12-01,JUG-061,PROD-06,UBI-PUE107,1.0
597,50379,2024-07-25,JUG-167,PROD-03,UBI-PUE221,1.0
598,50380,2026-01-10,JUG-121,PROD-08,UBI-PUE278,2.0
599,50381,2025-11-14,JUG-208,PROD-04,UBI-PUE261,1.0
600,50381,2025-11-14,JUG-208,PROD-02,UBI-PUE261,0.0
601,50382,2023-05-07,JUG-002,PROD-02,UBI-PUE131,1.0
602,50383,2024-12-15,JUG-098,PROD-02,UBI-PUE030,1.0
603,50384,2025-10-23,JUG-118,PROD-04,UBI-PUE226,2.0
604,50385,2025-02-03,JUG-209,PROD-08,UBI-PUE068,1.0
605,50385,2025-02-03,JUG-209,PROD-07,UBI-PUE068,1.0
606,50386,2024-06-01,JUG-186,PROD-06,UBI-PUE275,2.0
607,50386,2024-06-01,JUG-186,PROD-01,UBI-PUE275,1.0
608,50387,2026-07-07,JUG-172,PROD-03,UBI-PUE180,3.0
609,50388,2026-08-26,JUG-147,PROD-08,UBI-PUE129,1.0
610,50389,2023-11-21,JUG-222,PROD-02,UBI-PUE191,1.0
611,50390,2026-03-11,JUG-224,PROD-05,UBI-PUE267,1.0
612,50390,2026-03-11,JUG-224,PROD-01,UBI-PUE267,3.0
613,50391,2024-08-20,JUG-151,PROD-06,UBI-PUE194,2.0
614,50392,2026-07-03,JUG-087,PROD-06,UBI-PUE016,2.0
615,50392,2026-07-03,JUG-087,PROD-07,UBI-PUE016,1.0
616,50392,2026-07-03,JUG-087,PROD-01,UBI-PUE016,1.0
617,50393,2024-04-17,JUG-225,PROD-08,UBI-PUE282,1.0
618,50394,2025-04-21,JUG-103,PROD-02,UBI-PUE033,1.0
619,50395,2024-03-07,JUG-242,PROD-02,UBI-PUE175,1.0
620,50396,2023-11-15,JUG-135,PROD-07,UBI-PUE134,1.0
621,50397,2024-10-01,JUG-042,PROD-03,UBI-PUE028,2.0
622,50397,2024-10-01,JUG-042,PROD-04,UBI-PUE028,1.0
623,50398,2025-05-22,JUG-154,PROD-02,UBI-PUE283,1.0
624,50399,2023-07-20,JUG-159,PROD-06,UBI-PUE015,1.0
625,50399,2023-07-20,JUG-159,PROD-08,UBI-PUE015,1.0
626,50399,2023-07-20,JUG-159,PROD-02,UBI-PUE015,1.0
627,50400,2024-11-09,JUG-017,PROD-08,UBI-PUE162,1.0
628,50401,2024-11-01,JUG-217,PROD-08,UBI-PUE047,1.0
629,50401,2024-11-01,JUG-217,PROD-02,UBI-PUE047,1.0
630,50402,2026-02-23,JUG-174,PROD-04,UBI-PUE171,1.0
631,50403,2024-06-03,JUG-151,PROD-03,UBI-PUE208,1.0
632,50403,2024-06-03,JUG-151,PROD-02,UBI-PUE208,1.0
633,50404,2026-09-23,JUG-097,PROD-07,UBI-PUE261,1.0
634,50405,2024-04-28,JUG-206,PROD-04,UBI-PUE172,1.0
635,50405,2024-04-28,JUG-206,PROD-08,UBI-PUE172,1.0
636,50406,2026-06-21,JUG-153,PROD-06,UBI-PUE213,1.0
637,50407,2024-11-13,JUG-191,PROD-01,UBI-PUE126,1.0
638,50408,2025-03-13,JUG-179,PROD-02,UBI-PUE180,1.0
639,50409,2025-10-05,JUG-216,PROD-06,UBI-PUE055,1.0
640,50409,2025-10-05,JUG-216,PROD-06,UBI-PUE055,1.0
641,50409,2025-10-05,JUG-216,PROD-08,UBI-PUE055,1.0
642,50410,2024-10-07,JUG-157,PROD-04,UBI-PUE189,0.0
643,50411,2026-06-21,JUG-033,PROD-08,UBI-PUE076,1.0
644,50412,2024-04-12,JUG-206,PROD-07,UBI-PUE028,1.0
645,50413,2024-08-08,JUG-200,PROD-06,UBI-PUE077,1.0
646,50413,2024-08-08,JUG-200,PROD-05,UBI-PUE077,1.0
647,50413,2024-08-08,JUG-200,PROD-06,UBI-PUE077,1.0
648,50414,2024-02-01,JUG-207,PROD-07,UBI-PUE051,2.0
649,50415,2025-04-15,JUG-200,PROD-01,UBI-PUE099,1.0
650,50416,2025-03-22,JUG-196,PROD-04,UBI-PUE235,2.0
651,50417,2025-07-14,JUG-114,PROD-08,UBI-PUE155,0.0
652,50417,2025-07-14,JUG-114,PROD-03,UBI-PUE155,1.0
653,50418,2025-03-11,JUG-026,PROD-01,UBI-PUE160,1.0
654,50419,2025-03-10,JUG-224,PROD-05,UBI-PUE216,3.0
655,50420,2024-02-19,JUG-249,PROD-02,UBI-PUE248,1.0
656,50421,2023-12-24,JUG-192,PROD-07,UBI-PUE111,1.0
657,50422,2025-03-29,JUG-190,PROD-08,UBI-PUE256,1.0
658,50422,2025-03-29,JUG-190,PROD-03,UBI-PUE256,1.0
659,50422,2025-03-29,JUG-190,PROD-08,UBI-PUE256,0.0
660,50423,2025-03-06,JUG-086,PROD-08,UBI-PUE172,1.0
661,50424,2023-04-02,JUG-170,PROD-01,UBI-PUE141,1.0
662,50425,2025-08-29,JUG-138,PROD-07,UBI-PUE084,1.0
663,50426,2025-01-08,JUG-207,PROD-03,UBI-PUE141,1.0
664,50426,2025-01-08,JUG-207,PROD-03,UBI-PUE141,1.0
665,50427,2025-10-31,JUG-166,PROD-04,UBI-PUE227,1.0
666,50428,2025-07-12,JUG-022,PROD-01,UBI-PUE258,1.0
667,50428,2025-07-12,JUG-022,PROD-04,UBI-PUE258,1.0
668,50428,2025-07-12,JUG-022,PROD-02,UBI-PUE258,1.0
669,50429,2026-05-13,JUG-075,PROD-06,UBI-PUE200,1.0
670,50430,2026-08-21,JUG-043,PROD-06,UBI-PUE037,1.0
671,50431,2026-05-24,JUG-221,PROD-05,UBI-PUE203,1.0
672,50432,2026-12-28,JUG-057,PROD-05,UBI-PUE052,2.0
673,50433,2026-04-22,JUG-090,PROD-04,UBI-PUE226,1.0
674,50434,2025-03-24,JUG-032,PROD-04,UBI-PUE156,1.0
675,50434,2025-03-24,JUG-032,PROD-04,UBI-PUE156,1.0
676,50435,2025-01-16,JUG-246,PROD-05,UBI-PUE096,1.0
677,50436,2025-08-06,JUG-031,PROD-03,UBI-PUE081,1.0
678,50436,2025-08-06,JUG-031,PROD-03,UBI-PUE081,1.0
679,50437,2024-11-20,JUG-194,PROD-08,UBI-PUE026,3.0
680,50437,2024-11-20,JUG-194,PROD-05,UBI-PUE026,3.0
681,50438,2026-08-28,JUG-038,PROD-07,UBI-PUE236,3.0
682,50439,2025-12-17,JUG-123,PROD-02,UBI-PUE090,1.0
683,50439,2025-12-17,JUG-123,PROD-04,UBI-PUE090,1.0
684,50440,2024-03-25,JUG-167,PROD-04,UBI-PUE193,1.0
685,50441,2025-02-19,JUG-011,PROD-04,UBI-PUE111,1.0
686,50442,2024-09-22,JUG-154,PROD-08,UBI-PUE120,1.0
687,50443,2025-01-09,JUG-040,PROD-03,UBI-PUE037,1.0
688,50444,2025-08-02,JUG-006,PROD-07,UBI-PUE052,1.0
689,50445,2024-04-04,JUG-215,PROD-02,UBI-PUE132,1.0
690,50445,2024-04-04,JUG-215,PROD-04,UBI-PUE132,1.0
691,50446,2025-08-29,JUG-118,PROD-01,UBI-PUE012,1.0
692,50447,2025-05-28,JUG-092,PROD-05,UBI-PUE190,1.0
693,50447,2025-05-28,JUG-092,PROD-05,UBI-PUE190,1.0
694,50448,2024-02-17,JUG-157,PROD-08,UBI-PUE107,2.0
695,50449,2024-05-22,JUG-148,PROD-07,UBI-PUE086,3.0
696,50449,2024-05-22,JUG-148,PROD-06,UBI-PUE086,1.0
697,50449,2024-05-22,JUG-148,PROD-03,UBI-PUE086,
698,50450,2023-05-28,JUG-159,PROD-04,UBI-PUE235,1.0
699,50451,2026-03-13,JUG-082,PROD-03,UBI-PUE238,2.0
700,50452,2025-07-03,JUG-103,PROD-04,UBI-PUE177,2.0
701,50453,2025-01-22,JUG-154,PROD-06,UBI-PUE162,1.0
702,50453,2025-01-22,JUG-154,PROD-05,UBI-PUE162,1.0
703,50454,2025-02-23,JUG-074,PROD-07,UBI-PUE103,1.0
704,50455,2025-02-05,JUG-224,PROD-03,UBI-PUE203,1.0
705,50455,2025-02-05,JUG-224,PROD-01,UBI-PUE203,3.0
706,50455,2025-02-05,JUG-224,PROD-04,UBI-PUE203,1.0
707,50456,2025-02-18,JUG-121,PROD-07,UBI-PUE162,1.0
708,50457,2023-07-24,JUG-135,PROD-02,UBI-PUE075,1.0
709,50458,2024-09-16,JUG-209,PROD-04,UBI-PUE129,1.0
710,50459,2023-12-20,JUG-034,PROD-06,UBI-PUE038,1.0
711,50460,2024-10-30,JUG-063,PROD-08,UBI-PUE038,1.0
712,50461,2025-08-15,JUG-051,PROD-05,UBI-PUE056,1.0
713,50462,2023-08-17,JUG-069,PROD-06,UBI-PUE144,1.0
714,50463,2025-10-27,JUG-093,PROD-05,UBI-PUE130,1.0
715,50463,2025-10-27,JUG-093,PROD-06,UBI-PUE130,1.0
716,50464,2026-04-30,JUG-021,PROD-08,UBI-PUE069,1.0
717,50465,2025-08-30,JUG-241,PROD-04,UBI-PUE036,2.0
718,50466,2026-07-28,JUG-125,PROD-08,UBI-PUE169,1.0
719,50467,2025-03-29,JUG-224,PROD-07,UBI-PUE074,3.0
720,50468,2026-01-02,JUG-142,PROD-02,UBI-PUE139,1.0
721,50469,2024-07-23,JUG-150,PROD-08,UBI-PUE060,1.0
722,50470,2024-04-30,JUG-132,PROD-07,UBI-PUE129,1.0
723,50471,2026-10-03,JUG-153,PROD-01,UBI-PUE250,1.0
724,50472,2024-06-10,JUG-206,PROD-02,UBI-PUE045,2.0
725,50473,2024-03-13,JUG-106,PROD-07,UBI-PUE085,1.0
726,50474,2023-10-14,JUG-238,PROD-07,UBI-PUE273,1.0
727,50474,2023-10-14,JUG-238,PROD-06,UBI-PUE273,1.0
728,50475,2024-11-09,JUG-053,PROD-03,UBI-PUE114,2.0
729,50476,2024-04-27,JUG-140,PROD-02,UBI-PUE152,1.0
730,50476,2024-04-27,JUG-140,PROD-02,UBI-PUE152,1.0
731,50477,2024-01-19,JUG-035,PROD-03,UBI-PUE182,2.0
732,50478,2025-06-05,JUG-042,PROD-03,UBI-PUE148,3.0
733,50479,2023-06-01,JUG-210,PROD-08,UBI-PUE111,1.0
734,50480,2025-07-24,JUG-038,PROD-01,UBI-PUE069,2.0
735,50481,2024-11-15,JUG-080,PROD-05,UBI-PUE118,1.0
736,50481,2024-11-15,JUG-080,PROD-08,UBI-PUE118,1.0
737,50482,2025-02-13,JUG-136,PROD-07,UBI-PUE262,1.0
738,50483,2024-03-21,JUG-244,PROD-08,UBI-PUE185,1.0
739,50483,2024-03-21,JUG-244,PROD-04,UBI-PUE185,1.0
740,50483,2024-03-21,JUG-244,PROD-06,UBI-PUE185,1.0
741,50484,2025-07-26,JUG-101,PROD-04,UBI-PUE127,1.0
742,50485,2026-04-25,JUG-021,PROD-03,UBI-PUE086,1.0
743,50485,2026-04-25,JUG-021,PROD-01,UBI-PUE086,1.0
744,50486,2025-02-27,JUG-115,PROD-04,UBI-PUE053,1.0
745,50487,2023-11-07,JUG-159,PROD-07,UBI-PUE264,1.0
746,50488,2025-03-30,JUG-062,PROD-05,UBI-PUE024,1.0
747,50489,2024-11-10,JUG-194,PROD-03,UBI-PUE280,1.0
748,50490,2024-12-07,JUG-179,PROD-03,UBI-PUE152,1.0
749,50491,2025-01-04,JUG-060,PROD-04,UBI-PUE206,1.0
750,50492,2026-02-17,JUG-212,PROD-01,UBI-PUE253,3.0
751,50493,2023-04-15,JUG-008,PROD-06,UBI-PUE224,1.0
752,50494,2023-05-05,JUG-197,PROD-08,UBI-PUE172,1.0
753,50495,2025-07-11,JUG-100,PROD-07,UBI-PUE032,1.0
